,param,svm-linear,svm-rbf,lg-l1,lg-l2,nn-relu,nn-logistic,rf-gini,rf-entropy
0,0.001,0.8090030115707719,0.5491439441978441,0.061405258279854984,0.8053501180173093,0.07470666229452104,0.06574524657602969,0.06106479109413572,0.06037996545768566
1,0.002,0.7710301394511921,0.3660864682762493,0.061405258279854984,0.7932476382220847,0.07326345213137667,0.0718950661324845,0.05900023627096904,0.06023224561524414
2,0.005,0.1175941337891943,0.15716088707254042,0.06411906776024619,0.7670250896057348,0.07079574307168711,0.07717799543412622,0.06286351589576313,0.06150237494868938
3,0.01,0.06407462723110448,0.0611264056740236,0.06411906776024619,0.7340941512125534,0.07197286944105008,0.07137410816404334,0.06311784325294095,0.06290425161700647
4,0.02,0.0640612951788796,0.061229259172703894,0.06411906776024619,0.6116814159292036,0.07312206081411089,0.07260588935981606,0.06292539463417562,0.06290425161700647
5,0.05,0.0640376000587501,0.06332861994368102,0.06415394986823558,0.2895204262877442,0.07338550489283366,0.06625949951316971,0.06413915599926502,0.06293219362274301
6,0.1,0.0640376000587501,0.06390867401697727,0.06388926186785152,0.14638793924788432,0.07310435304461904,0.07387565205131821,0.0641618142813362,0.06359609199587354
7,0.2,0.0640612951788796,0.06361196458715374,0.06344626947087702,0.09773143476473446,0.0764294049008168,0.07347785848500997,0.06415644566429368,0.06415788183378278
8,0.5,0.06373193166885678,0.060996193558150086,0.06282006692172078,0.07596701126727844,0.07491493437794872,0.06795146324054248,0.01419468700769285,0.0641159235512621
9,1.0,0.059114744854806875,0.06179755404337623,0.06577806811472217,0.07100046104195482,0.06952134368983602,0.06554300086339578,0.01419468700769285,0.01419468700769285
10,5.0,0.06107884978660883,0.060526315789473685,0.07623429378448816,0.06859418600081221,0.06559677277909322,0.08401471462305826,0.01419468700769285,0.01419468700769285
11,10.0,0.06159816546128066,0.06099447513812155,0.0777662260507946,0.07095523965687801,0.07005661816867663,0.11434570547450844,0.01419468700769285,0.01419468700769285
12,20.0,0.06124238562358967,0.05619313980776031,0.07945130648538738,0.07359203924159159,0.07811986741123421,0.24530075187969924,0.01419468700769285,0.01419468700769285
13,50.0,0.058251131548803944,0.07474344355758267,0.08035974645855395,0.07678100263852243,0.13054778088764496,0.6510868199522553,0.01419468700769285,0.01419468700769285
14,100.0,0.05900841528946569,0.07306266893303982,0.080247575567233,0.07750791349880189,0.314475271411339,0.7572186210960519,0.01419468700769285,0.01419468700769285
15,200.0,0.05900841528946569,0.07597431772395902,0.0809257485399994,0.0784313725490196,0.6366875537535324,0.7901957761677201,0.01419468700769285,0.01419468700769285
16,500.0,0.05900575638440483,0.07610005371426912,0.08030539968724129,0.07803890030679414,0.768517133024091,0.830004870920604,0.01419468700769285,0.01419468700769285
17,1000.0,0.05900908005317351,0.07367813990125609,0.0812055253244035,0.07822530080912429,0.7962674961119751,0.853748326639893,0.01419468700769285,0.01419468700769285
18,2000.0,0.05900642108820548,0.07797659808854616,0.08089825168344968,0.07852069409896004,0.830004870920604,0.01419468700769285,0.01419468700769285,0.01419468700769285
19,5000.0,0.05901040962552386,0.08004886615255402,0.07892279422839413,0.07860196504912623,,,0.01419468700769285,0.01419468700769285
